Company,Major index membership,Market capitalization,Income (ttm),Revenue (ttm),Book value per share (mrq),Cash per share (mrq),Dividend (annual),Dividend yield (annual),Full time employees,Stock has options trading on a market exchange,Stock available to sell short,Analysts' mean recommendation (1=Buy 5=Sell),Price-to-Earnings (ttm),Forward Price-to-Earnings (next fiscal year),Price-to-Earnings-to-Growth,Price-to-Sales (ttm),Price-to-Book (mrq),Price to cash per share (mrq),Price to Free Cash Flow (ttm),Quick Ratio (mrq),Current Ratio (mrq),Total Debt to Equity (mrq),Long Term Debt to Equity (mrq),Distance from 20-Day Simple Moving Average,Diluted EPS (ttm),EPS estimate for next year,EPS estimate for next quarter,EPS growth this year,EPS growth next year,Long term annual growth estimate (5 years),Annual EPS growth past 5 years,Annual sales growth past 5 years,Quarterly revenue growth (yoy),Quarterly earnings growth (yoy),Earnings date<br><br>BMO = Before Market Open<br>AMC = After Market Close,Distance from 50-Day Simple Moving Average,Insider ownership,Insider transactions (6-Month change in Insider Ownership),Institutional ownership,Institutional transactions (3-Month change in Institutional Ownership),Return on Assets (ttm),Return on Equity (ttm),Return on Investment (ttm),Gross Margin (ttm),Operating Margin (ttm),Net Profit Margin (ttm),Dividend Payout Ratio (ttm),Distance from 200-Day Simple Moving Average,Shares outstanding,Shares float,Short interest share,Short interest ratio,Analysts' mean target price,52-Week trading range,Distance from 52-Week High,Distance from 52-Week Low,Relative Strength Index,Relative volume,Average volume (3 month),Volume,Performance (Week),Performance (Month),Performance (Quarter),Performance (Half Year),Performance (Year),Performance (Year To Date),Beta,Average True Range (14),"Volatility (Week, Month)",Previous close,Current stock price,Performance (today)
EQIX,S&P 500,64.39B,491.30M,6.77B,120.55,-,12.40,1.74%,10944,Yes,Yes,2.10,131.41,78.76,4.59,9.51,5.90,-,-,1.90,1.90,1.27,1.25,10.36%,5.41,9.03,1.79,32.30%,26.73%,28.60%,27.90%,12.90%,8.70%,-7.10%,Jul 27 AMC,8.63%,0.30%,-14.00%,95.40%,-0.10%,1.80%,4.60%,3.60%,47.00%,14.40%,7.30%,210.80%,-2.45%,90.77M,90.73M,1.61%,2.81,814.70,606.12 - 885.26,-19.65%,17.35%,66.91,2.23,520.39K,"1,160,941",9.40%,6.31%,-0.92%,2.22%,-14.95%,-15.90%,0.45,20.81,2.75% 2.89%,652.21,711.31,9.06%
EQR,S&P 500,28.99B,1.34B,2.52B,28.70,0.11,2.50,3.22%,2400,Yes,Yes,2.70,21.76,53.77,-,11.50,2.71,705.25,76.82,-,-,0.76,0.75,7.66%,3.57,1.45,0.29,44.80%,24.76%,-,-21.20%,0.30%,9.30%,22.40%,Jul 26 AMC,6.40%,0.20%,-13.54%,94.60%,0.12%,6.50%,12.60%,8.60%,62.00%,67.10%,53.30%,67.20%,-6.89%,375.51M,369.42M,1.22%,2.48,82.90,67.48 - 94.32,-17.57%,15.22%,70.98,0.97,1.81M,"1,759,108",6.98%,7.17%,-9.69%,-11.03%,-7.62%,-14.09%,0.81,1.57,1.75% 1.89%,75.71,77.75,2.69%
ES,S&P 500,30.06B,1.30B,10.59B,42.99,0.14,2.55,2.89%,9227,Yes,Yes,2.70,23.47,20.16,3.52,2.84,2.05,650.70,-,0.60,0.60,1.41,1.24,5.24%,3.76,4.38,0.85,-0.10%,6.55%,6.67%,3.70%,5.40%,22.80%,20.60%,Jul 29 BMO,2.55%,0.20%,-3.97%,81.40%,0.02%,2.70%,8.90%,4.70%,-,19.60%,12.30%,64.90%,1.94%,345.16M,343.60M,1.22%,2.74,92.65,77.07 - 94.63,-6.73%,14.53%,64.18,0.91,1.53M,"1,399,532",6.31%,5.80%,-1.40%,4.26%,2.18%,-2.99%,0.45,1.70,1.58% 1.98%,85.21,88.26,3.58%
ESS,S&P 500,18.32B,393.40M,1.47B,91.26,1.52,8.80,3.09%,1757,Yes,Yes,2.50,47.19,45.86,5.97,12.49,3.12,186.76,42.38,-,-,1.01,1.01,6.85%,6.04,6.21,1.32,-13.50%,18.81%,7.90%,3.70%,2.20%,7.50%,-56.70%,Jul 26 AMC,5.04%,0.70%,-5.41%,98.00%,-0.02%,3.10%,6.60%,-,69.30%,29.00%,26.80%,138.40%,-11.14%,65.28M,64.56M,1.42%,1.89,303.80,250.62 - 363.36,-21.62%,13.64%,69.70,0.83,485.25K,"402,280",5.63%,7.87%,-16.72%,-13.15%,-13.99%,-19.14%,0.77,5.56,2.06% 2.02%,277.30,284.80,2.70%
ETN,S&P 500,58.65B,2.22B,19.78B,41.63,1.26,3.24,2.22%,85947,Yes,Yes,2.10,26.50,17.65,2.68,2.97,3.51,116.14,413.05,0.60,1.00,0.58,0.41,11.99%,5.52,8.29,1.82,53.00%,10.63%,9.90%,4.90%,-0.10%,3.20%,15.90%,Aug 02 BMO,9.66%,0.20%,-2.89%,84.10%,0.27%,6.30%,13.80%,9.20%,32.40%,15.70%,11.20%,55.60%,-3.89%,399.20M,397.78M,1.03%,2.01,157.30,122.50 - 175.72,-16.77%,19.40%,72.44,1.35,2.03M,"2,752,513",6.49%,13.10%,0.38%,-7.57%,-5.92%,-15.37%,1.16,3.48,2.25% 2.43%,141.67,146.26,3.24%
ETR,S&P 500,22.89B,1.06B,11.78B,57.70,3.49,4.04,3.54%,12369,Yes,Yes,2.20,21.79,16.89,3.61,1.94,1.98,32.62,12.07,0.50,0.70,2.44,2.24,3.13%,5.23,6.75,1.40,-19.70%,6.42%,6.04%,29.90%,1.60%,1.20%,-18.50%,Aug 03 BMO,0.91%,0.40%,-21.66%,89.80%,-0.04%,1.80%,9.30%,4.30%,88.70%,16.20%,9.00%,74.50%,2.80%,202.94M,202.62M,1.91%,3.49,124.12,98.50 - 126.82,-10.11%,15.74%,58.93,0.66,1.11M,"727,898",5.59%,1.92%,-5.54%,6.26%,9.29%,1.20%,0.57,2.30,1.62% 2.05%,111.06,114.00,2.65%
ETSY,S&P 500,13.30B,430.70M,2.36B,5.32,7.75,-,-,2576,Yes,Yes,2.00,35.41,35.31,1.01,5.64,19.72,13.54,23.84,2.70,2.70,3.53,3.52,20.49%,2.96,2.97,0.34,23.60%,32.63%,35.00%,71.40%,44.90%,5.20%,-40.10%,Jul 27 AMC,28.16%,0.60%,-25.69%,98.90%,-0.37%,12.10%,73.60%,16.00%,71.00%,16.90%,18.50%,0.00%,-31.52%,127.15M,126.17M,12.77%,3.14,121.65,67.01 - 307.75,-65.91%,56.57%,68.44,1.94,5.14M,"9,939,681",8.31%,41.71%,7.56%,-25.75%,-48.30%,-52.08%,1.81,5.84,5.37% 6.30%,95.50,104.92,9.86%
EVRG,S&P 500,15.29B,810.60M,5.20B,40.20,0.10,2.29,3.39%,4930,Yes,Yes,2.30,19.19,17.87,3.87,2.94,1.68,688.65,-,0.30,0.50,1.25,1.00,4.34%,3.52,3.78,0.83,41.00%,6.50%,4.96%,9.60%,16.90%,-24.10%,-36.80%,Aug 04 BMO,2.78%,0.20%,-0.89%,85.80%,0.15%,2.90%,8.80%,6.00%,-,24.80%,15.60%,61.70%,2.79%,229.80M,228.98M,0.95%,1.84,71.78,59.34 - 73.12,-7.54%,13.93%,63.59,0.84,1.18M,"989,484",6.69%,4.43%,-2.30%,7.35%,3.68%,-1.46%,0.47,1.29,1.67% 1.97%,66.40,67.61,1.82%
EW,S&P 500,67.48B,1.54B,5.36B,9.40,2.38,-,-,15700,Yes,Yes,1.90,43.97,37.86,3.29,12.60,11.41,45.11,47.11,2.60,3.40,0.10,0.10,8.20%,2.44,2.83,0.64,82.80%,10.57%,13.38%,22.30%,12.00%,10.20%,10.80%,Jul 28 AMC,11.29%,0.20%,-28.38%,85.10%,0.22%,18.80%,27.50%,23.20%,76.60%,32.60%,28.70%,0.00%,-2.35%,622.10M,616.88M,1.08%,2.47,120.05,85.58 - 131.73,-18.55%,25.37%,69.39,1.09,2.70M,"2,934,867",3.39%,13.26%,-2.29%,-1.23%,-2.52%,-17.18%,1.15,2.88,2.54% 2.63%,105.61,107.29,1.59%
EXC,S&P 500,44.57B,2.48B,31.78B,23.95,2.57,1.35,2.92%,31518,Yes,Yes,2.30,18.33,19.16,1.15,1.40,1.93,18.00,-,0.90,0.90,1.68,1.51,4.64%,2.52,2.42,0.46,-13.40%,6.72%,16.00%,7.60%,3.00%,15.00%,-4.40%,Aug 03 BMO,2.07%,0.10%,-5.12%,84.40%,0.16%,2.10%,8.40%,3.10%,60.20%,11.80%,8.20%,56.10%,8.38%,981.00M,977.96M,1.61%,2.48,48.59,33.10 - 50.71,-8.76%,39.79%,62.19,1.28,6.36M,"8,156,535",6.96%,5.45%,-3.18%,16.50%,38.12%,12.34%,0.47,1.02,1.84% 2.32%,44.46,46.27,4.07%
EXPD,S&P 500,17.59B,1.47B,17.99B,22.95,12.72,1.34,1.28%,19070,Yes,Yes,2.90,12.10,17.90,-,0.98,4.56,8.22,22.35,1.90,1.90,0.00,0.00,6.53%,8.64,5.84,2.13,102.90%,-26.06%,-,28.50%,22.10%,45.80%,22.20%,Aug 02 BMO,3.19%,0.20%,0.00%,94.40%,-0.10%,20.60%,42.60%,40.20%,25.90%,11.00%,8.20%,13.30%,-6.13%,167.50M,166.78M,2.85%,3.31,106.86,92.58 - 137.80,-24.12%,12.94%,62.72,0.54,1.44M,"773,714",3.06%,6.88%,4.02%,-6.98%,-16.46%,-22.14%,0.87,2.67,2.48% 2.47%,100.57,104.56,3.97%
EXPE,S&P 500,17.04B,215.00M,9.60B,13.29,34.31,-,-,14800,Yes,Yes,2.50,83.98,10.92,3.68,1.77,7.92,3.07,4.36,0.90,0.90,3.71,3.71,9.15%,1.25,9.64,1.58,90.50%,36.06%,22.80%,-24.40%,-0.40%,80.50%,81.30%,Aug 04 AMC,-2.92%,0.40%,-18.48%,98.30%,0.06%,0.90%,12.60%,3.90%,83.50%,9.10%,2.20%,0.00%,-34.13%,156.34M,150.88M,4.95%,2.04,180.52,88.70 - 217.72,-51.63%,18.73%,54.54,0.48,3.67M,"1,766,362",2.87%,7.60%,-42.30%,-40.54%,-35.47%,-41.73%,1.62,4.66,3.56% 4.15%,103.76,105.31,1.49%
EXR,S&P 500,24.91B,827.10M,1.66B,23.92,0.50,6.00,3.19%,4309,Yes,Yes,2.30,30.47,29.48,5.08,14.99,7.87,377.45,70.35,-,-,1.87,1.87,8.86%,6.17,6.38,1.47,66.80%,7.44%,6.00%,16.30%,9.70%,23.60%,-1.20%,Aug 02 AMC,9.51%,0.80%,-0.12%,97.00%,-0.01%,8.20%,26.90%,10.50%,75.40%,58.40%,49.80%,81.00%,-2.50%,134.18M,132.24M,1.96%,3.73,201.08,156.70 - 228.84,-17.78%,20.06%,73.16,0.81,694.77K,"560,410",7.25%,10.01%,-7.77%,-2.54%,9.02%,-17.02%,0.48,4.22,1.99% 2.31%,181.01,188.14,3.94%
F,S&P 500,57.07B,11.56B,134.59B,11.22,10.11,0.40,2.86%,183000,Yes,Yes,2.80,4.92,6.86,0.59,0.42,1.25,1.38,17.96,1.00,1.20,3.01,1.94,17.25%,2.85,2.04,0.45,22.60%,5.75%,8.33%,31.10%,-2.10%,-4.80%,-195.50%,Jul 27 AMC,13.14%,0.20%,0.70%,53.80%,-0.01%,4.60%,28.10%,1.60%,11.30%,1.30%,8.60%,6.90%,-16.04%,4.01B,3.94B,2.90%,1.90,15.88,10.61 - 25.87,-45.88%,31.95%,69.15,2.38,60.13M,"143,374,793",7.69%,18.54%,-5.72%,-29.68%,1.01%,-32.60%,1.25,0.50,3.71% 3.59%,13.19,14.00,6.14%
FANG,S&P 500,22.43B,2.74B,8.02B,71.77,0.82,2.80,2.27%,870,Yes,Yes,1.90,8.13,5.25,0.48,2.80,1.72,150.55,5.37,0.70,0.70,0.46,0.46,6.94%,15.20,23.55,6.62,141.40%,-7.42%,17.01%,50.00%,66.80%,103.40%,227.10%,Aug 01 AMC,-5.36%,0.10%,-28.85%,91.60%,0.07%,12.00%,23.20%,17.50%,82.00%,62.60%,34.20%,12.80%,0.46%,177.56M,176.66M,3.71%,2.12,180.03,64.74 - 162.24,-23.81%,90.94%,53.12,0.60,3.10M,"1,867,337",6.59%,-4.77%,-0.59%,-1.19%,58.19%,16.73%,2.13,6.61,4.71% 4.73%,123.29,123.61,0.26%
FAST,S&P 500,28.85B,1.03B,6.57B,5.52,0.43,1.24,2.48%,21629,Yes,Yes,2.90,27.94,25.62,4.41,4.39,9.04,116.39,-,1.80,3.70,0.16,0.10,1.85%,1.79,1.95,0.48,7.40%,4.62%,6.33%,13.20%,8.70%,18.00%,19.70%,Jul 13 BMO,-1.62%,0.10%,1.23%,79.00%,0.07%,23.50%,33.50%,27.20%,46.50%,20.70%,15.70%,65.80%,-10.49%,575.46M,573.62M,2.07%,3.48,48.43,45.68 - 64.75,-22.93%,9.24%,52.92,1.01,3.41M,"3,453,413",2.34%,1.48%,-10.48%,-9.80%,-7.63%,-22.10%,1.22,1.22,2.31% 2.24%,48.28,49.90,3.36%
FBHS,S&P 500,8.98B,775.50M,7.80B,21.85,2.92,1.12,1.61%,28056,Yes,Yes,2.40,12.36,10.27,1.44,1.15,3.18,23.75,49.64,1.20,2.20,1.16,1.16,8.87%,5.61,6.76,1.59,40.40%,5.53%,8.57%,16.20%,9.00%,8.30%,6.20%,Jul 27 AMC,6.88%,0.40%,-0.82%,89.80%,0.08%,9.80%,25.70%,14.90%,35.70%,14.00%,9.90%,18.60%,-17.93%,133.40M,130.31M,1.55%,1.46,88.29,56.86 - 109.23,-36.48%,22.02%,64.72,1.36,1.39M,"1,888,188",2.45%,13.50%,-5.23%,-24.70%,-28.14%,-35.10%,1.56,2.06,2.92% 3.05%,66.96,69.38,3.61%
FCX,S&P 500,45.02B,4.30B,22.84B,10.22,5.52,0.30,1.01%,24700,Yes,Yes,2.20,10.30,13.22,-,1.97,2.92,5.40,6.10,1.70,2.40,0.65,0.56,7.10%,2.90,2.26,0.55,611.10%,-21.44%,-,24.40%,9.00%,36.10%,113.80%,Jul 21 BMO,-10.42%,0.40%,-2.59%,80.10%,0.07%,9.10%,31.70%,25.90%,38.60%,36.60%,18.80%,12.80%,-24.72%,1.46B,1.44B,2.15%,1.44,39.65,24.80 - 51.76,-42.37%,20.28%,50.43,0.87,21.43M,"18,741,007",3.18%,-2.81%,-28.24%,-22.04%,-18.18%,-28.08%,2.03,1.50,4.75% 4.41%,29.29,29.83,1.84%
FDS,S&P 500,16.11B,393.60M,1.76B,33.42,14.65,3.56,0.85%,10691,Yes,Yes,3.00,41.35,28.60,2.55,9.17,12.60,28.74,40.39,2.10,2.10,1.66,1.66,5.55%,10.18,14.73,3.20,7.40%,8.69%,16.20%,4.80%,7.10%,22.30%,-26.00%,Jun 23 BMO,10.24%,0.11%,-49.60%,92.60%,0.55%,14.40%,34.20%,25.50%,52.90%,26.30%,22.40%,32.20%,0.33%,37.93M,37.86M,1.69%,2.39,421.77,342.20 - 495.39,-14.99%,23.07%,67.38,0.68,267.69K,"180,836",2.46%,12.01%,1.11%,3.51%,21.95%,-13.35%,0.78,10.01,2.01% 2.33%,408.81,421.15,3.02%
FDX,S&P 500,59.81B,3.82B,93.51B,95.92,26.50,4.60,2.00%,191000,Yes,Yes,1.90,15.92,9.16,1.39,0.64,2.40,8.67,26.28,1.40,1.40,0.81,0.81,2.01%,14.44,25.08,5.25,-22.10%,10.74%,11.46%,5.30%,9.20%,8.10%,-63.40%,Jun 23 AMC,3.65%,5.60%,-0.18%,73.10%,0.32%,4.50%,15.50%,11.40%,68.70%,6.70%,4.10%,20.70%,0.20%,260.00M,239.79M,1.57%,1.51,291.59,192.82 - 284.65,-19.27%,19.18%,55.53,0.56,2.48M,"1,389,589",0.94%,-4.28%,15.33%,-5.49%,-18.46%,-11.15%,1.22,6.66,2.18% 2.77%,227.63,229.81,0.96%
FE,S&P 500,22.62B,1.19B,11.39B,15.36,0.50,1.56,3.89%,12395,Yes,Yes,2.30,18.61,15.79,-,1.98,2.61,79.92,-,0.50,0.50,2.65,2.48,5.85%,2.16,2.54,0.52,22.90%,5.74%,-2.42%,11.90%,0.80%,9.60%,-18.10%,Jul 26 AMC,1.84%,0.10%,0.00%,86.30%,0.11%,2.80%,15.30%,5.50%,72.60%,18.50%,10.80%,69.60%,-2.11%,570.00M,540.80M,1.17%,1.71,45.77,35.32 - 48.85,-17.83%,13.65%,65.96,0.95,3.71M,"3,532,759",6.13%,6.22%,-10.28%,-2.48%,5.24%,-3.49%,0.40,0.82,2.13% 2.14%,39.33,40.14,2.06%
FFIV,S&P 500,10.22B,350.10M,2.65B,39.57,14.40,-,-,6461,Yes,Yes,2.50,29.22,14.77,3.36,3.85,4.19,11.52,18.12,1.00,1.00,0.15,0.00,7.95%,5.67,11.23,2.23,6.60%,17.63%,8.70%,-0.20%,5.50%,-1.70%,31.60%,Jul 25 AMC,5.70%,0.50%,-7.25%,98.32%,-0.21%,7.00%,15.00%,12.40%,80.80%,15.50%,13.20%,0.00%,-16.21%,60.57M,60.22M,3.63%,3.69,199.53,142.43 - 249.00,-33.42%,16.40%,63.75,0.98,591.39K,"576,713",5.71%,8.23%,-1.91%,-18.12%,-18.32%,-32.25%,1.15,5.02,3.53% 3.06%,164.70,165.79,0.66%
FIS,S&P 500,61.58B,910.00M,14.15B,76.59,-,1.88,1.86%,65000,Yes,Yes,1.90,68.66,12.14,5.09,4.35,1.32,-,17.56,0.70,0.70,0.41,0.30,5.86%,1.47,8.32,1.72,166.50%,14.47%,13.48%,-15.80%,9.50%,8.30%,132.50%,Aug 04 BMO,3.56%,0.20%,-1.21%,92.90%,0.86%,1.10%,1.90%,0.60%,37.70%,5.70%,6.40%,79.00%,-3.27%,614.00M,605.81M,1.20%,2.21,129.20,85.00 - 152.20,-33.69%,18.74%,61.59,0.78,3.29M,"2,552,501",2.04%,7.06%,2.11%,-7.40%,-32.13%,-7.53%,0.75,2.59,2.31% 2.36%,98.43,100.93,2.54%
FISV,S&P 500,67.84B,1.70B,16.61B,48.05,4.40,-,-,44000,Yes,Yes,2.00,41.31,14.25,2.67,4.08,2.20,24.02,25.70,1.00,1.00,0.67,0.66,11.07%,2.56,7.41,1.56,41.70%,14.75%,15.49%,-0.90%,24.10%,10.20%,127.70%,Jul 26 BMO,10.98%,0.50%,87.69%,92.80%,0.76%,2.20%,5.40%,3.70%,50.70%,16.00%,10.20%,0.00%,5.80%,650.80M,612.34M,1.38%,2.55,121.85,87.03 - 119.86,-11.83%,21.43%,72.52,0.92,3.32M,"3,051,772",6.55%,16.62%,4.71%,5.71%,-7.23%,1.82%,0.84,2.73,3.23% 2.60%,104.46,105.68,1.17%
FITB,S&P 500,23.36B,2.31B,5.34B,26.27,34.21,1.20,3.59%,19247,Yes,Yes,2.10,10.10,7.97,1.80,4.37,1.27,0.98,15.59,-,-,0.60,0.60,-0.89%,3.31,4.20,1.01,104.30%,17.74%,5.62%,14.40%,4.40%,-1.00%,-26.90%,Jul 21 BMO,-5.52%,0.40%,-4.57%,81.70%,-0.06%,1.30%,13.40%,15.00%,-,96.40%,49.80%,30.10%,-20.09%,687.54M,682.67M,2.05%,2.68,43.04,31.80 - 50.64,-33.98%,5.14%,44.56,0.79,5.21M,"4,126,739",-2.39%,-4.05%,-12.46%,-25.38%,-8.29%,-23.24%,1.33,1.08,2.82% 2.86%,33.74,33.43,-0.92%
FLT,S&P 500,17.16B,873.20M,3.01B,37.36,16.62,-,-,9700,Yes,Yes,2.20,20.72,12.50,1.29,5.69,5.88,13.22,19.42,1.00,1.00,2.18,1.52,2.27%,10.61,17.59,3.82,23.00%,13.44%,16.05%,16.00%,9.10%,29.70%,28.00%,Aug 03 AMC,-2.06%,2.90%,0.00%,97.20%,0.21%,6.50%,28.10%,10.80%,-,42.40%,29.00%,0.00%,-6.57%,77.74M,75.13M,1.06%,1.39,287.14,200.78 - 282.02,-22.07%,9.47%,51.39,0.91,575.52K,"524,529",-0.51%,3.97%,-12.68%,-1.79%,-14.41%,-1.81%,1.25,6.18,2.61% 2.61%,221.32,219.79,-0.69%
FMC,S&P 500,13.87B,834.80M,5.20B,24.27,2.90,2.12,1.92%,6400,Yes,Yes,2.40,16.93,12.75,1.77,2.67,4.54,37.98,101.06,1.00,1.40,1.23,0.89,5.10%,6.51,8.65,1.89,40.40%,13.43%,9.58%,45.60%,14.70%,13.00%,20.00%,Aug 02 AMC,-1.00%,0.50%,-1.89%,92.10%,0.18%,7.10%,24.80%,15.40%,42.90%,20.90%,14.60%,33.10%,-2.64%,126.06M,124.59M,1.14%,1.49,135.18,87.27 - 140.99,-21.82%,26.30%,58.46,0.50,950.07K,"474,338",4.20%,2.22%,-16.76%,2.67%,3.15%,0.30%,0.84,2.87,2.03% 2.45%,109.76,110.22,0.42%
FOX,S&P 500,19.00B,-,13.59B,20.03,-,0.48,1.48%,9000,Yes,Yes,-,10.94,13.77,1.19,1.40,1.62,-,-,-,-,-,-,4.21%,2.96,2.35,0.49,-,14.60%,9.20%,-,-,8.70%,-,May 10 BMO,4.57%,42.56%,0.00%,57.49%,-,-,-,-,-,-,-,-,-7.45%,586.91M,457.41M,0.55%,2.19,43.12,28.96 - 40.91,-20.88%,11.77%,59.09,0.37,1.14M,"426,646",-0.15%,7.11%,-4.17%,-7.17%,-4.85%,-5.54%,-,0.79,2.41% 2.48%,32.10,32.37,0.84%
FOXA,S&P 500,18.69B,1.15B,13.83B,19.79,8.65,0.48,1.38%,9000,Yes,Yes,2.30,17.48,9.64,2.29,1.35,1.76,4.03,19.90,3.40,3.70,0.64,0.64,3.74%,2.00,3.62,0.77,122.80%,29.25%,7.64%,15.90%,7.70%,7.50%,-47.70%,May 10 BMO,4.14%,2.03%,0.00%,-,-0.02%,5.10%,10.20%,12.40%,34.60%,17.40%,8.30%,23.40%,-7.93%,566.00M,446.13M,2.08%,3.81,43.12,31.33 - 44.95,-22.40%,11.35%,58.00,0.85,2.44M,"2,062,531",-0.20%,6.63%,-3.81%,-8.31%,-3.96%,-5.47%,0.97,0.86,2.43% 2.49%,34.67,34.88,0.61%
FRC,S&P 500,29.43B,1.47B,4.79B,69.56,49.55,1.08,0.68%,6452,Yes,Yes,2.40,19.77,16.66,2.25,6.14,2.30,3.22,34.58,-,-,0.14,0.14,4.57%,8.08,9.59,2.20,31.90%,11.85%,8.80%,14.30%,17.20%,16.30%,11.90%,Jul 14 BMO,7.45%,0.30%,0.00%,97.90%,1.00%,0.80%,11.50%,26.40%,-,84.70%,28.80%,11.00%,-9.15%,180.00M,178.14M,1.83%,2.86,180.19,133.37 - 222.86,-28.31%,19.79%,60.87,0.50,1.14M,"563,541",-1.77%,8.52%,5.53%,-4.51%,-19.15%,-22.63%,1.12,4.01,2.30% 2.58%,157.82,159.77,1.24%
FRT,S&P 500,8.29B,256.00M,989.80M,31.53,2.00,4.28,4.09%,310,Yes,Yes,2.40,31.81,39.08,-,8.37,3.32,52.49,186.25,-,-,1.67,1.67,5.96%,3.29,2.68,0.60,100.70%,7.63%,-2.79%,1.30%,3.50%,17.70%,5.80%,Aug 04 BMO,1.47%,0.50%,2.74%,95.10%,0.15%,3.30%,10.70%,6.00%,67.20%,40.20%,25.90%,129.60%,-11.87%,78.45M,77.82M,1.86%,2.68,119.76,92.02 - 140.51,-25.46%,13.82%,60.26,1.18,538.70K,"637,783",2.40%,6.57%,-11.78%,-15.25%,-9.91%,-23.17%,1.15,2.37,1.94% 2.05%,102.48,104.74,2.21%
FTNT,S&P 500,48.17B,638.00M,3.59B,0.27,2.64,-,-,10860,Yes,Yes,2.20,77.55,47.94,9.34,13.43,220.00,22.49,39.69,1.20,1.30,0.00,4.54,-0.01%,0.77,1.24,0.22,24.70%,21.00%,8.30%,81.90%,21.20%,34.40%,30.80%,Aug 03 AMC,2.24%,11.60%,-0.05%,71.10%,0.69%,11.00%,80.60%,35.90%,75.50%,19.00%,17.80%,0.00%,-4.67%,803.50M,655.25M,1.76%,1.79,71.64,48.73 - 74.35,-20.11%,21.91%,51.06,0.60,6.44M,"3,872,230",-3.98%,3.68%,-1.11%,9.53%,9.32%,-17.36%,1.18,2.59,4.99% 4.20%,57.93,59.40,2.54%
FTV,S&P 500,22.53B,650.40M,5.37B,26.61,-,0.28,0.45%,18000,Yes,Yes,2.10,34.44,18.47,3.38,4.19,2.35,-,25.85,0.70,1.00,0.39,0.29,11.54%,1.81,3.38,0.72,-57.30%,9.98%,10.20%,-5.00%,-0.50%,9.30%,62.20%,Jul 28 BMO,8.53%,0.30%,0.49%,90.02%,3.91%,4.20%,6.90%,5.40%,57.50%,16.00%,12.00%,15.30%,-4.57%,359.30M,353.25M,0.85%,1.23,71.71,52.47 - 79.87,-21.79%,19.06%,71.94,1.51,2.45M,"3,706,037",6.26%,13.73%,8.21%,-10.28%,-9.25%,-18.12%,1.13,1.46,2.37% 2.38%,59.50,62.47,4.99%
GD,S&P 500,62.19B,3.28B,38.47B,65.02,10.46,5.04,2.25%,103100,Yes,Yes,2.10,19.17,15.90,1.63,1.62,3.44,21.39,15.53,1.10,1.50,0.64,0.58,3.03%,11.68,14.07,2.72,5.00%,15.98%,11.75%,6.00%,4.70%,0.00%,5.00%,Jul 27 BMO,1.61%,0.60%,-0.78%,86.60%,0.08%,6.40%,19.70%,12.00%,16.80%,10.70%,8.50%,30.30%,2.50%,277.07M,260.92M,1.19%,2.28,268.00,188.64 - 254.99,-12.23%,18.64%,57.85,0.76,1.36M,"1,030,885",3.19%,1.50%,-6.74%,9.21%,14.47%,7.35%,0.88,5.16,2.21% 2.22%,219.85,223.80,1.80%
GE,S&P 500,80.43B,-4410.00M,74.12B,35.45,21.48,0.32,0.44%,168000,Yes,Yes,2.00,-,15.73,-,1.09,2.06,3.41,27.63,0.90,1.20,0.86,0.73,12.72%,-4.01,4.65,0.38,-159.20%,67.69%,54.10%,-19.90%,-9.10%,-0.20%,-,Jul 26 BMO,5.26%,0.20%,3.39%,72.70%,0.00%,-2.30%,-13.30%,-5.80%,25.20%,-7.60%,-6.70%,-,-17.60%,1.10B,1.10B,1.31%,2.06,90.56,59.93 - 116.17,-37.04%,22.04%,68.43,1.61,6.98M,"11,226,145",7.35%,11.02%,-6.48%,-18.11%,-30.37%,-22.58%,1.09,2.43,3.26% 3.16%,71.58,73.14,2.18%
GILD,S&P 500,76.02B,4.51B,27.47B,15.88,4.23,2.92,4.83%,14400,Yes,Yes,2.50,16.87,9.51,-,2.77,3.80,14.28,12.03,1.30,1.50,1.32,1.26,-2.41%,3.58,6.35,1.53,-9.80%,-3.32%,-1.60%,-13.10%,-2.10%,2.60%,-98.90%,Aug 02 AMC,-2.75%,0.07%,-2.15%,82.10%,0.15%,6.80%,22.00%,16.40%,75.70%,26.30%,16.40%,79.50%,-6.47%,1.25B,1.25B,1.32%,2.22,69.40,57.17 - 74.12,-18.51%,5.66%,41.50,0.91,7.45M,"6,795,739",-1.00%,-2.91%,-1.93%,-10.31%,-13.79%,-16.82%,0.38,1.21,2.07% 1.73%,60.90,60.40,-0.82%
GIS,S&P 500,44.23B,2.71B,18.99B,17.45,0.96,2.16,2.90%,32500,Yes,Yes,2.90,16.87,17.61,3.50,2.33,4.28,77.67,29.43,0.40,0.60,1.10,0.87,-0.34%,4.42,4.24,0.98,16.90%,5.93%,4.82%,9.80%,4.00%,8.10%,99.90%,Jun 29 BMO,4.83%,0.20%,-9.49%,78.50%,0.09%,8.50%,27.40%,13.50%,33.70%,18.90%,14.30%,45.80%,10.15%,604.20M,596.22M,2.41%,3.84,73.78,56.67 - 76.94,-3.04%,31.64%,56.96,0.82,3.75M,"3,083,894",2.05%,6.18%,4.54%,10.03%,26.83%,10.72%,0.34,1.49,2.08% 1.88%,73.82,74.60,1.06%
